Id,Weekly_Sales
2_24_2013-07-19,8993.050719945451
2_24_2013-07-26,8023.151602755844
2_25_2012-11-02,16520.414940089213
2_25_2012-11-09,16487.00745930697
2_25_2012-11-16,16260.35468237079
2_25_2012-11-23,16338.941923188606
2_25_2012-11-30,17121.855213060357
2_25_2012-12-07,20912.95573429938
2_25_2012-12-14,22440.05197150889
2_25_2012-12-21,22331.08405988961
2_25_2012-12-28,22808.94726557099
2_25_2013-01-04,10984.048525573526
2_25_2013-01-11,10534.317935741812
2_25_2013-01-18,10604.870861270037
2_25_2013-01-25,10733.084103477457
2_25_2013-02-01,14992.854093717218
2_25_2013-02-08,15560.515115276556
2_25_2013-02-15,15869.92912626592
2_25_2013-02-22,16051.970269829155
2_25_2013-03-01,16506.259007815417
2_25_2013-03-08,16461.67901554494
2_25_2013-03-15,16817.934970997085
2_25_2013-03-22,17297.171707495785
2_25_2013-03-29,17218.996008271864
2_25_2013-04-05,17545.5043656255
2_25_2013-04-12,17710.2951167258
2_25_2013-04-19,17257.484773577482
2_25_2013-04-26,16833.560203461966
2_25_2013-05-03,16326.7003623705
2_25_2013-05-10,16727.71026177951
2_25_2013-05-17,16803.318495610405
2_25_2013-05-24,17258.37942709456
2_25_2013-05-31,16938.55893426432
2_25_2013-06-07,17766.850476092208
2_25_2013-06-14,17638.0071647552
2_25_2013-06-21,17672.26703112664
2_25_2013-06-28,17732.20718965714
2_25_2013-07-05,15560.62605555857
2_25_2013-07-12,15585.465916990934
2_25_2013-07-19,15135.723964639003
2_25_2013-07-26,15197.702189510752
2_26_2012-11-02,13309.740666323705
2_26_2012-11-09,11337.588500020793
2_26_2012-11-16,9741.078271079961
2_26_2012-11-23,15210.855382819262
2_26_2012-11-30,9161.82614191974
2_26_2012-12-07,18041.908833473593
2_26_2012-12-14,12687.144064995227
2_26_2012-12-21,18857.108255563602
2_26_2012-12-28,10412.619746541961
2_26_2013-01-04,4537.499878344826
2_26_2013-01-11,6424.802017781056
2_26_2013-01-18,5610.633112129147
2_26_2013-01-25,4973.137150966847
2_26_2013-02-01,11544.990123353095
2_26_2013-02-08,10345.66319078998
2_26_2013-02-15,10121.736109150239
2_26_2013-02-22,9952.619092894818
2_26_2013-03-01,9845.01313451256
2_26_2013-03-08,9467.952363772569
2_26_2013-03-15,9904.16831387939
2_26_2013-03-22,8409.984335931858
2_26_2013-03-29,10389.553332745847
2_26_2013-04-05,9531.706868794205
2_26_2013-04-12,7131.3043216489405
2_26_2013-04-19,7995.962136729605
2_26_2013-04-26,9156.1410528391
2_26_2013-05-03,8744.320454494176
2_26_2013-05-10,7885.048066016778
2_26_2013-05-17,8632.951770747806
2_26_2013-05-24,8054.300706167512
2_26_2013-05-31,8758.976283696253
2_26_2013-06-07,7355.801112104666
2_26_2013-06-14,8041.806757118613
2_26_2013-06-21,7717.846992841038
2_26_2013-06-28,7151.242931988096
2_26_2013-07-05,7487.041679873979
2_26_2013-07-12,6608.942881240599
2_26_2013-07-19,7032.567208031407
2_26_2013-07-26,6480.513233220957
2_27_2012-11-02,3160.5226528874177
2_27_2012-11-09,2885.163602281473
2_27_2012-11-16,2866.1334254425333
2_27_2012-11-23,3213.8975228425707
2_27_2012-11-30,2973.8675830427237
2_27_2012-12-07,5359.104152602582
2_27_2012-12-14,5243.392762520928
2_27_2012-12-21,6608.6208150587245
2_27_2012-12-28,4064.9478567434476
2_27_2013-01-04,1986.1475232788287
2_27_2013-01-11,2371.2807675746044
2_27_2013-01-18,2185.1376298458536
2_27_2013-01-25,2204.195798088141
2_27_2013-02-01,2677.0540997585103
2_27_2013-02-08,2754.05485634677
2_27_2013-02-15,2816.2489881331676
2_27_2013-02-22,2514.5444404171903
2_27_2013-03-01,2322.1213339386295
2_27_2013-03-08,2246.2577410517315
2_27_2013-03-15,2153.033630062086
2_27_2013-03-22,2113.561857888917
2_27_2013-03-29,1953.8660222490557
2_27_2013-04-05,1692.207198688136
2_27_2013-04-12,1733.2576601829655
2_27_2013-04-19,1489.3741731419373
2_27_2013-04-26,1804.723247855777
2_27_2013-05-03,1536.6117179429693
2_27_2013-05-10,1623.429533600004
2_27_2013-05-17,1787.7934712305828
2_27_2013-05-24,1574.7598885527555
2_27_2013-05-31,1592.7022780854727
2_27_2013-06-07,1861.165831050974
2_27_2013-06-14,1752.316116103908
2_27_2013-06-21,1851.4641525026752
2_27_2013-06-28,1640.8151053522058
2_27_2013-07-05,1554.929804646862
2_27_2013-07-12,1723.4076720888138
2_27_2013-07-19,1613.3832326849506
2_27_2013-07-26,1626.6812013534084
2_28_2012-11-02,1083.4178098077537
2_28_2012-11-09,1051.178026193439
2_28_2012-11-16,1064.821709873511
2_28_2012-11-23,1093.416261385187
2_28_2012-11-30,1155.2875318883084
2_28_2012-12-07,1275.7969224175617
2_28_2012-12-14,1227.812956747819
2_28_2012-12-21,1091.652146725472
2_28_2012-12-28,1085.2343632610218
2_28_2013-01-04,897.0576150422979
2_28_2013-01-11,886.6342332249702
2_28_2013-01-18,906.6284406954253
2_28_2013-01-25,903.3748851923348
2_28_2013-02-01,1132.9982923171506
2_28_2013-02-08,1131.1042442993821
2_28_2013-02-15,1050.7795450557132
2_28_2013-02-22,1069.3620465080967
2_28_2013-03-01,792.090431505964
2_28_2013-03-08,798.8400848305895
2_28_2013-03-15,828.397929630003
2_28_2013-03-22,837.4406117585477
2_28_2013-03-29,861.2420704523608
2_28_2013-04-05,804.17569895413
2_28_2013-04-12,783.4714164832267
2_28_2013-04-19,738.2327637889484
2_28_2013-04-26,768.7211466975294
2_28_2013-05-03,641.0730469967465
2_28_2013-05-10,663.2325957678113
2_28_2013-05-17,680.1125148090603
2_28_2013-05-24,630.0149286767742
2_28_2013-05-31,663.7692787808768
2_28_2013-06-07,490.26520138327294
2_28_2013-06-14,506.6066481675003
2_28_2013-06-21,471.4757332667254
2_28_2013-06-28,503.965220217825
2_28_2013-07-05,444.7274419382304
2_28_2013-07-12,410.6652230297325
2_28_2013-07-19,409.2665113562042
2_28_2013-07-26,458.2107699699076
2_29_2012-11-02,8211.1085000222
2_29_2012-11-09,8050.446653930347
2_29_2012-11-16,7046.468699733927
2_29_2012-11-23,9394.805793414273
2_29_2012-11-30,7473.100299715556
2_29_2012-12-07,13989.827779581246
2_29_2012-12-14,12266.154999367463
2_29_2012-12-21,19265.861759980493
2_29_2012-12-28,13841.937399808037
2_29_2013-01-04,6085.589033669458
2_29_2013-01-11,6803.51458907187
2_29_2013-01-18,6790.150462579588
2_29_2013-01-25,6089.392686241254
2_29_2013-02-01,10340.284905375021
2_29_2013-02-08,10788.508456454889
2_29_2013-02-15,10228.772474852456
2_29_2013-02-22,9623.811563595675
2_29_2013-03-01,8138.54296838083
2_29_2013-03-08,7969.088938369365
2_29_2013-03-15,7544.879356911794
2_29_2013-03-22,8315.43198707178
2_29_2013-03-29,7595.758075627602
2_29_2013-04-05,6587.173609753131
2_29_2013-04-12,7139.127070245374
2_29_2013-04-19,7427.747872529333
2_29_2013-04-26,6792.942214736528
2_29_2013-05-03,7838.6545377069715
2_29_2013-05-10,7878.709071298473
2_29_2013-05-17,8893.287203774144
2_29_2013-05-24,7336.153984960421
2_29_2013-05-31,7589.005076341916
2_29_2013-06-07,7386.12637921376
2_29_2013-06-14,7307.969053398806
2_29_2013-06-21,7689.646291996685
2_29_2013-06-28,7257.626136929777
2_29_2013-07-05,8061.256042301478
2_29_2013-07-12,8004.045632000304
2_29_2013-07-19,8242.429077402763
2_29_2013-07-26,7741.521677511815
2_30_2012-11-02,3057.9733720921536
2_30_2012-11-09,3496.154210737727
2_30_2012-11-16,3242.5055482369435
2_30_2012-11-23,3507.8646652780635
2_30_2012-11-30,3092.5649069458964
2_30_2012-12-07,3480.3582129466604
2_30_2012-12-14,3256.639990483157
2_30_2012-12-21,3786.939509148592
2_30_2012-12-28,3416.990578175928
2_30_2013-01-04,3215.1396759115323
2_30_2013-01-11,3147.440123346678
2_30_2013-01-18,3138.1409785332676
2_30_2013-01-25,2996.8847636499736
2_30_2013-02-01,4998.055194263269
2_30_2013-02-08,5621.093545401314
2_30_2013-02-15,4850.637270035631
2_30_2013-02-22,5267.701656886082
2_30_2013-03-01,4666.324337793749
2_30_2013-03-08,4467.38335228254
2_30_2013-03-15,5040.490689213686
2_30_2013-03-22,4160.32407908537
2_30_2013-03-29,4881.368555795337
2_30_2013-04-05,4339.83115169451
2_30_2013-04-12,4013.1792926459248
2_30_2013-04-19,4525.560809283539
2_30_2013-04-26,3847.940503270375
2_30_2013-05-03,5005.968531921364
2_30_2013-05-10,4729.796477474601
2_30_2013-05-17,4824.38778884426
2_30_2013-05-24,4813.720855139571
2_30_2013-05-31,4574.416786325888
2_30_2013-06-07,5015.783449583919
2_30_2013-06-14,5070.148355134179
2_30_2013-06-21,5324.878672755574
2_30_2013-06-28,4767.608793377063
2_30_2013-07-05,4846.741814339481
2_30_2013-07-12,4561.590092139304
2_30_2013-07-19,4811.840838238198
2_30_2013-07-26,4930.878751036328
2_31_2012-11-02,3669.749970860553
2_31_2012-11-09,3758.607842679349
2_31_2012-11-16,3740.4188915456516
2_31_2012-11-23,3100.0526450322964
2_31_2012-11-30,2655.6058839143107
2_31_2012-12-07,6955.430576961278
2_31_2012-12-14,6056.755297690671
2_31_2012-12-21,8560.511497172345
2_31_2012-12-28,6895.612904757181
2_31_2013-01-04,3282.6007425408807
2_31_2013-01-11,3210.868370917331
2_31_2013-01-18,3248.498959167206
2_31_2013-01-25,3187.3930080069777
2_31_2013-02-01,3327.880872293682
2_31_2013-02-08,3335.4709567388663
2_31_2013-02-15,3358.208740442863
2_31_2013-02-22,3558.094201519146
2_31_2013-03-01,3071.1787391786365
2_31_2013-03-08,3320.5623760121107
2_31_2013-03-15,3282.8297080194043
2_31_2013-03-22,3452.202281980729
2_31_2013-03-29,3043.433066951466
2_31_2013-04-05,2931.718481175783
2_31_2013-04-12,2699.2025528441463
2_31_2013-04-19,2939.3067252496203
2_31_2013-04-26,2705.684458761428
2_31_2013-05-03,2786.1781678448997
2_31_2013-05-10,2854.972187911363
2_31_2013-05-17,2834.7111275172333
2_31_2013-05-24,2879.664950530764
2_31_2013-05-31,2710.3797437709445
2_31_2013-06-07,3006.465686411716
2_31_2013-06-14,2907.9011593587343
2_31_2013-06-21,3074.251217911393
2_31_2013-06-28,2773.862358732272
2_31_2013-07-05,3470.081024454493
2_31_2013-07-12,3644.983940155602
2_31_2013-07-19,3626.24987499687
2_31_2013-07-26,3317.0692652536572
2_32_2012-11-02,10479.742968725817
2_32_2012-11-09,10488.304913437054
2_32_2012-11-16,10899.14182484695
2_32_2012-11-23,14023.134254002329
2_32_2012-11-30,12141.963826066178
2_32_2012-12-07,20116.704588203014
2_32_2012-12-14,20942.856038065765
2_32_2012-12-21,46223.11106553179
2_32_2012-12-28,23876.00629272847
2_32_2013-01-04,8681.062668821283
2_32_2013-01-11,8166.257564270899
2_32_2013-01-18,8527.050665714489
2_32_2013-01-25,8291.864118643003
2_32_2013-02-01,14945.55849552862
2_32_2013-02-08,14935.506557489933
2_32_2013-02-15,26297.44666121536
2_32_2013-02-22,16164.132756280054
2_32_2013-03-01,13336.828330170769
2_32_2013-03-08,13349.516133133242
2_32_2013-03-15,11776.04939069147
2_32_2013-03-22,13097.090741894881
2_32_2013-03-29,11449.266524605546
2_32_2013-04-05,11770.810295609652
2_32_2013-04-12,13191.606495490909
2_32_2013-04-19,12268.01024707183
2_32_2013-04-26,9398.913592854984
2_32_2013-05-03,13330.307805858683
2_32_2013-05-10,13755.726998210917
2_32_2013-05-17,21070.602581656873
2_32_2013-05-24,13579.120060531062
2_32_2013-05-31,15109.919682196909
2_32_2013-06-07,12750.772816100942
2_32_2013-06-14,13654.227644267266
2_32_2013-06-21,14182.929677040196
2_32_2013-06-28,12573.001295090715
2_32_2013-07-05,13335.461584578175
2_32_2013-07-12,12056.087695035498
2_32_2013-07-19,13460.754766570664
2_32_2013-07-26,12020.804956757678
2_33_2012-11-02,9745.90879153267
2_33_2012-11-09,9336.855573824763
2_33_2012-11-16,7585.951625798788
2_33_2012-11-23,10265.110186227135
2_33_2012-11-30,6578.9233728539675
2_33_2012-12-07,18692.082496972984
2_33_2012-12-14,14525.57953422781
2_33_2012-12-21,18323.42999865114
2_33_2012-12-28,14777.949076715147
2_33_2013-01-04,3668.9077018145413
2_33_2013-01-11,3916.161601024086
2_33_2013-01-18,3918.2839674088937
2_33_2013-01-25,3498.7780064691838
2_33_2013-02-01,6361.559676806782
2_33_2013-02-08,7189.034665171535
2_33_2013-02-15,7106.08572926898
2_33_2013-02-22,6646.669958444147
2_33_2013-03-01,6187.657196809661
2_33_2013-03-08,5933.0947780879205
2_33_2013-03-15,6347.302257559903
2_33_2013-03-22,6091.143214686732
2_33_2013-03-29,5658.631468469389
2_33_2013-04-05,6616.464064652557
2_33_2013-04-12,5949.256676468214
2_33_2013-04-19,5950.952800657653
2_33_2013-04-26,5470.691691613871
2_33_2013-05-03,6240.562111945008
2_33_2013-05-10,6150.6579322980015
2_33_2013-05-17,5878.089927712141
2_33_2013-05-24,6153.170286858551
2_33_2013-05-31,5873.875744089846
2_33_2013-06-07,6573.528767347043
2_33_2013-06-14,6464.692482650078
2_33_2013-06-21,6248.292357247568
2_33_2013-06-28,6151.350347009415
2_33_2013-07-05,7107.621558793455
2_33_2013-07-12,6716.085476100176
2_33_2013-07-19,6984.844776762398
2_33_2013-07-26,6458.154338411394
2_34_2012-11-02,18294.120229943586
2_34_2012-11-09,19122.699154677102
2_34_2012-11-16,16122.360200166626
2_34_2012-11-23,18891.281685374368
2_34_2012-11-30,16857.07634926077
2_34_2012-12-07,22972.27866936235
2_34_2012-12-14,19369.740205998354
2_34_2012-12-21,25129.204242622596
2_34_2012-12-28,20294.863545152806
2_34_2013-01-04,12777.818766510321
2_34_2013-01-11,12928.58103195455
2_34_2013-01-18,12573.101687694838
2_34_2013-01-25,11391.39524534677
2_34_2013-02-01,19148.454753985956
2_34_2013-02-08,18027.585173467436
2_34_2013-02-15,19194.60834955294
2_34_2013-02-22,17576.07797770908
2_34_2013-03-01,20488.370922584763
2_34_2013-03-08,18121.995752621508
2_34_2013-03-15,20261.00461928173
2_34_2013-03-22,17996.2511976123
2_34_2013-03-29,19712.90523371924
2_34_2013-04-05,19142.12835825359
2_34_2013-04-12,18988.518872078024
2_34_2013-04-19,18512.106641940496
2_34_2013-04-26,18663.430378981087
2_34_2013-05-03,21509.80333691932
2_34_2013-05-10,21842.070072799877
2_34_2013-05-17,22354.49484649174
2_34_2013-05-24,22195.633587210366
2_34_2013-05-31,21071.87051975421
2_34_2013-06-07,22669.04472409749
2_34_2013-06-14,21744.66453565946
2_34_2013-06-21,22640.925178420308
2_34_2013-06-28,21789.886548300427
2_34_2013-07-05,20449.98884414103
2_34_2013-07-12,19146.835621010094
2_34_2013-07-19,18523.65248306589
2_34_2013-07-26,18583.53773551625
2_35_2012-11-02,3491.9132927603346
2_35_2012-11-09,3183.156075456094
2_35_2012-11-16,3343.9907147045833
2_35_2012-11-23,3028.269686642335
2_35_2012-11-30,3087.766545872311
2_35_2012-12-07,3691.629711291503
2_35_2012-12-14,3377.4238087746116
2_35_2012-12-21,4101.341883100435
2_35_2012-12-28,3776.1171882326867
2_35_2013-01-04,1896.1119760906433
2_35_2013-01-11,2069.1067359548356
2_35_2013-01-18,2010.9096374160017
2_35_2013-01-25,1672.2758883197669
2_35_2013-02-01,3001.1400259530083
2_35_2013-02-08,2992.554165104134
2_35_2013-02-15,2794.3162159324825
2_35_2013-02-22,2854.970228092656
2_35_2013-03-01,3370.25524295672
2_35_2013-03-08,3153.548319664285
2_35_2013-03-15,3741.289716633625
2_35_2013-03-22,3034.195738408467
2_35_2013-03-29,3224.9480711250567
2_35_2013-04-05,3537.6957072050905
2_35_2013-04-12,3361.4941635231635
2_35_2013-04-19,3442.324571684859
2_35_2013-04-26,3077.836339631769
2_35_2013-05-03,3663.682310414199
2_35_2013-05-10,2902.4029911836387
2_35_2013-05-17,3556.1028717141307
2_35_2013-05-24,2959.1343400972373
2_35_2013-05-31,3259.498062455489
2_35_2013-06-07,2946.400947716416
2_35_2013-06-14,3052.830317498946
2_35_2013-06-21,3101.2868457151026
2_35_2013-06-28,2936.5131602825554
2_35_2013-07-05,1946.9861309213693
2_35_2013-07-12,1911.9375124207993
2_35_2013-07-19,2136.417252381318
2_35_2013-07-26,1991.2347819037848
2_36_2012-11-02,2613.328499188169
2_36_2012-11-09,2096.3798163954916
2_36_2012-11-16,2269.5882417759503
2_36_2012-11-23,2770.494159161747
2_36_2012-11-30,1963.9701181282317
2_36_2012-12-07,4114.348989365164
2_36_2012-12-14,2486.2019537966326
2_36_2012-12-21,3870.304804161514
2_36_2012-12-28,2609.2357148202786
2_36_2013-01-04,1465.677868574659
2_36_2013-01-11,1765.327475157866
2_36_2013-01-18,1853.897469750619
2_36_2013-01-25,1587.3475579035187
2_36_2013-02-01,2160.6534974023093
2_36_2013-02-08,2387.574652089078
2_36_2013-02-15,1516.0297263293985
2_36_2013-02-22,1856.206578269172
2_36_2013-03-01,2463.0220577327477
2_36_2013-03-08,2624.0938960319845
2_36_2013-03-15,2553.4809528015985
2_36_2013-03-22,2384.4837302354003
2_36_2013-03-29,2723.997281598142
2_36_2013-04-05,2476.157540691904
2_36_2013-04-12,2637.83970237853
2_36_2013-04-19,2354.595459882834
2_36_2013-04-26,2821.393202176816
2_36_2013-05-03,4468.185139741914
2_36_2013-05-10,4954.023975882052
2_36_2013-05-17,4430.007596280766
2_36_2013-05-24,4901.9041544829415
2_36_2013-05-31,5044.337851086862
2_36_2013-06-07,7375.0764925023395
2_36_2013-06-14,7735.646872262296
2_36_2013-06-21,7809.647859159466
2_36_2013-06-28,8142.387413393677
2_36_2013-07-05,3744.120065600332
2_36_2013-07-12,3228.6428798228208
2_36_2013-07-19,4121.871160065579
2_36_2013-07-26,4120.565716509378
2_37_2012-11-02,4189.765882820498
2_37_2012-11-09,4379.1101363362695
2_37_2012-11-16,4250.920827868268
2_37_2012-11-23,4334.568890434509
2_37_2012-11-30,4452.137974831624
2_37_2012-12-07,4129.316968159394
2_37_2012-12-14,3929.250328907265
2_37_2012-12-21,4056.496674384336
2_37_2012-12-28,4143.142633813869
2_37_2013-01-04,4237.8930990418985
2_37_2013-01-11,4221.984093184607
2_37_2013-01-18,4200.891357667989
2_37_2013-01-25,4059.8378376525334
2_37_2013-02-01,5022.764718241096
2_37_2013-02-08,5205.001611629697
2_37_2013-02-15,5363.500892156019
2_37_2013-02-22,5064.366029018298
2_37_2013-03-01,4911.828083331973
2_37_2013-03-08,5239.755256414793
2_37_2013-03-15,5208.233787761835
2_37_2013-03-22,4870.459602180349
2_37_2013-03-29,4722.870404080516
2_37_2013-04-05,4382.0316241499295
2_37_2013-04-12,4368.42180166399
2_37_2013-04-19,4223.806939350099
2_37_2013-04-26,4184.203654454546
2_37_2013-05-03,4392.952495916928
2_37_2013-05-10,4409.610358243666
2_37_2013-05-17,4376.811201523382
2_37_2013-05-24,4376.036171723009
2_37_2013-05-31,4405.229937715403
2_37_2013-06-07,5138.820289883627
2_37_2013-06-14,5147.038524747844
2_37_2013-06-21,5186.0633725321495
2_37_2013-06-28,5098.694097452577
2_37_2013-07-05,4917.191529045803
2_37_2013-07-12,4776.579895177675
2_37_2013-07-19,4699.254155997911
2_37_2013-07-26,4746.239361743521
2_38_2012-11-02,76568.20263597494
2_38_2012-11-09,71033.75901087515
2_38_2012-11-16,72597.64598141311
2_38_2012-11-23,67486.44306186873
2_38_2012-11-30,82435.05303341617
2_38_2012-12-07,70696.07334110899
2_38_2012-12-14,70366.22842163255
2_38_2012-12-21,72038.73288793808
2_38_2012-12-28,76220.72673964093
2_38_2013-01-04,73053.81848651575
2_38_2013-01-11,70312.83080448503
2_38_2013-01-18,69584.20847244335
2_38_2013-01-25,73654.19688427894
2_38_2013-02-01,80203.55982972938
2_38_2013-02-08,77312.77434676513
2_38_2013-02-15,70437.74283219146
2_38_2013-02-22,77307.8743525188
2_38_2013-03-01,73427.95719438908
2_38_2013-03-08,69674.1721295857
2_38_2013-03-15,72311.22794364057
2_38_2013-03-22,75435.48831573917
2_38_2013-03-29,70762.38245365597
2_38_2013-04-05,65732.44515592826
2_38_2013-04-12,75120.45850987236
2_38_2013-04-19,65679.53302771722
2_38_2013-04-26,71262.859040214
2_38_2013-05-03,60819.58673924239
2_38_2013-05-10,63385.44598470318
2_38_2013-05-17,67994.05669238082
2_38_2013-05-24,61124.063633031015
2_38_2013-05-31,63769.50000681207
2_38_2013-06-07,62826.378624834986
2_38_2013-06-14,66051.02534194155
2_38_2013-06-21,52663.13093106915
2_38_2013-06-28,66153.97844929974
2_38_2013-07-05,57844.716205666526
2_38_2013-07-12,51961.39801855259
2_38_2013-07-19,58250.60928195122
2_38_2013-07-26,48469.555755289344
2_40_2012-11-02,84203.87686328444
2_40_2012-11-09,84598.76178571279
2_40_2012-11-16,84545.36951295212
2_40_2012-11-23,83081.16269151539
2_40_2012-11-30,85083.3567100666
2_40_2012-12-07,87342.33807132249
2_40_2012-12-14,87112.20843025549
2_40_2012-12-21,89708.14974327291
2_40_2012-12-28,86078.00598454858
2_40_2013-01-04,89546.2880645204
2_40_2013-01-11,87754.38204112266
2_40_2013-01-18,88729.87280139433
2_40_2013-01-25,87030.65664647575
2_40_2013-02-01,93530.08002272337
2_40_2013-02-08,92405.51677296955
2_40_2013-02-15,92617.6375851207
2_40_2013-02-22,92683.06331727718
2_40_2013-03-01,91521.40138336498
2_40_2013-03-08,91959.41621294142
2_40_2013-03-15,92013.96891954188
2_40_2013-03-22,90844.71447954563
2_40_2013-03-29,91412.6956731176
2_40_2013-04-05,90099.84150136748
2_40_2013-04-12,87769.62182872609
2_40_2013-04-19,89528.6560706529
2_40_2013-04-26,89034.40683316835
2_40_2013-05-03,90813.77592440828
2_40_2013-05-10,88898.97822447971
2_40_2013-05-17,89852.16278733226
2_40_2013-05-24,89700.59070944511
2_40_2013-05-31,89187.10515549037
2_40_2013-06-07,90696.51292219339
2_40_2013-06-14,87827.01813491888
2_40_2013-06-21,90094.96251636498
2_40_2013-06-28,89725.14642601044
2_40_2013-07-05,86488.33312175758
2_40_2013-07-12,85576.41673538504
2_40_2013-07-19,86882.16140054708
2_40_2013-07-26,86115.3148701392
2_41_2012-11-02,1943.545617269937
2_41_2012-11-09,1930.5677944726947
2_41_2012-11-16,1823.9536767692348
2_41_2012-11-23,1962.4203867848441
2_41_2012-11-30,1721.6070508294044
2_41_2012-12-07,3204.6385852203234
2_41_2012-12-14,2584.344541716643
2_41_2012-12-21,3770.909772196631
2_41_2012-12-28,3452.254027982841
2_41_2013-01-04,459.991104059801
2_41_2013-01-11,580.3507403763095
2_41_2013-01-18,619.2991560321481
2_41_2013-01-25,495.7425196649152
2_41_2013-02-01,1607.1235139891494
2_41_2013-02-08,1784.0801520994237
2_41_2013-02-15,1697.129556877359
2_41_2013-02-22,1645.940414045363
2_41_2013-03-01,1204.3763494302684
2_41_2013-03-08,1263.5026472762404
2_41_2013-03-15,1162.1985479474379
2_41_2013-03-22,1158.5507421377652
2_41_2013-03-29,1108.195859355326
2_41_2013-04-05,1244.1385621256663
2_41_2013-04-12,1320.3974106708247
2_41_2013-04-19,1138.7490401814202
2_41_2013-04-26,1290.4643478961534
2_41_2013-05-03,1091.2662193219603
2_41_2013-05-10,839.0109138250689
2_41_2013-05-17,1279.1727830960172
2_41_2013-05-24,944.8715599551947
2_41_2013-05-31,1111.7861866319356
2_41_2013-06-07,2057.865394628263
2_41_2013-06-14,2242.510799428961
2_41_2013-06-21,2233.326113349829
2_41_2013-06-28,1951.2646655795256
2_41_2013-07-05,964.3681282814321
2_41_2013-07-12,765.3776178744786
2_41_2013-07-19,657.146641308214
2_41_2013-07-26,839.1229783408747
2_42_2012-11-02,8382.458743190835
2_42_2012-11-09,8246.190823776185
2_42_2012-11-16,8293.769464131674
2_42_2012-11-23,8389.854507815715
2_42_2012-11-30,8085.7168890775465
2_42_2012-12-07,7875.774480331338
2_42_2012-12-14,8215.76532107444
2_42_2012-12-21,8070.61681554636
2_42_2012-12-28,7914.010505897855
2_42_2013-01-04,8528.271429208977
2_42_2013-01-11,8342.229147552678
2_42_2013-01-18,8333.902857159834
2_42_2013-01-25,8213.003024741507
2_42_2013-02-01,8984.563363703397
2_42_2013-02-08,8698.01913043634
2_42_2013-02-15,8623.490527744852
2_42_2013-02-22,8706.999607648242
2_42_2013-03-01,9757.50273704637
2_42_2013-03-08,9594.423000799632
2_42_2013-03-15,9546.821139925441
2_42_2013-03-22,9409.079036622901
2_42_2013-03-29,9809.101880521921
2_42_2013-04-05,8844.689063759462
2_42_2013-04-12,8805.385773333563
2_42_2013-04-19,8897.049400680213
2_42_2013-04-26,8904.863085237805
2_42_2013-05-03,9063.278035616113
2_42_2013-05-10,8803.741138999225
2_42_2013-05-17,9077.377703575512
2_42_2013-05-24,8876.600562365385
2_42_2013-05-31,8881.561416300363
2_42_2013-06-07,8893.850481048368
2_42_2013-06-14,8877.88688552535
2_42_2013-06-21,8821.200099893776
2_42_2013-06-28,8656.245004704137
2_42_2013-07-05,8809.28619666793
2_42_2013-07-12,8595.62921681561
2_42_2013-07-19,8982.540031241439
2_42_2013-07-26,8806.876872389239
2_44_2012-11-02,9278.74684243998
2_44_2012-11-09,9225.840842528114
2_44_2012-11-16,9150.256762273715
2_44_2012-11-23,10204.342738987036
2_44_2012-11-30,9716.67971067212
2_44_2012-12-07,12437.330044242011
2_44_2012-12-14,12550.63458952961
2_44_2012-12-21,12564.218492396558
2_44_2012-12-28,11048.926336256578
2_44_2013-01-04,6987.40809752439
2_44_2013-01-11,7237.9202664009235
2_44_2013-01-18,7185.653505858401
2_44_2013-01-25,7306.952997999706
2_44_2013-02-01,9116.992829589137
2_44_2013-02-08,8927.787318036777
2_44_2013-02-15,9013.956444970492
2_44_2013-02-22,8813.12715839932
2_44_2013-03-01,7953.3213663152865
2_44_2013-03-08,7880.66629892843
2_44_2013-03-15,7611.551904922323
2_44_2013-03-22,7842.903610302177
2_44_2013-03-29,8222.00042331043
2_44_2013-04-05,7472.6003238890735
2_44_2013-04-12,7623.527586693703
2_44_2013-04-19,7702.948952886003
2_44_2013-04-26,7723.366072921008
2_44_2013-05-03,8478.665825307704
2_44_2013-05-10,8864.34214179892
2_44_2013-05-17,8334.777375108655
2_44_2013-05-24,8161.947100154607
2_44_2013-05-31,8293.720574937799
2_44_2013-06-07,7927.98805940512
2_44_2013-06-14,7852.030255433451
2_44_2013-06-21,8015.888837764596
2_44_2013-06-28,7524.070286959057
2_44_2013-07-05,8289.533341234563
2_44_2013-07-12,8539.052700050353
2_44_2013-07-19,8323.720834567383
2_44_2013-07-26,8365.320878223112
2_45_2012-11-09,0.0
2_45_2012-12-21,6.010079376110909
2_45_2012-12-28,0.0
2_45_2013-01-04,0.0
2_46_2012-11-02,30319.20454173209
2_46_2012-11-09,30355.372424438287
2_46_2012-11-16,30644.85500448088
2_46_2012-11-23,32580.899446122814
2_46_2012-11-30,31890.934883411355
2_46_2012-12-07,45692.19260870645
2_46_2012-12-14,51092.7472604528
2_46_2012-12-21,67848.84170903891
2_46_2012-12-28,54491.71673879355
2_46_2013-01-04,27125.74706594685
2_46_2013-01-11,26012.680886072427
2_46_2013-01-18,27999.562642948884
2_46_2013-01-25,26517.33872692399
2_46_2013-02-01,33272.694451175514
2_46_2013-02-08,32369.176250745862
2_46_2013-02-15,33334.013292414376
2_46_2013-02-22,31841.873725579062
2_46_2013-03-01,33225.45781062102
2_46_2013-03-08,32126.40387345802
2_46_2013-03-15,33064.21867482003
2_46_2013-03-22,31167.809733081205
2_46_2013-03-29,31842.75058443006
